"feature","J_XYL_F_0001_01","J_XYL_F_0001_02","J_XYL_F_0002_01","J_XYL_F_0002_02","J_XYL_F_0003_01","J_XYL_F_0003_02","J_XYL_F_0004_01","J_XYL_F_0004_02","J_XYL_F_0005_01","J_XYL_F_0005_02","J_XYL_F_0006_01","J_XYL_F_0006_02","J_XYL_F_0010_01","J_XYL_F_0010_02","J_XYL_F_0012_01","J_XYL_F_0012_02","J_XYL_F_0013_01","J_XYL_F_0013_02","J_XYL_F_0015_01","J_XYL_F_0015_02","J_XYL_F_0016_01","J_XYL_F_0016_02","J_XYL_F_0018_01","J_XYL_F_0018_02","J_XYL_F_0020_01","J_XYL_F_0020_02","J_XYL_F_0025_01","J_XYL_F_0025_02","J_XYL_F_0031_01","J_XYL_F_0031_02","J_XYL_F_0032_01","J_XYL_F_0032_02","J_XYL_F_0034_01","J_XYL_F_0034_02","J_XYL_F_0036_01","J_XYL_F_0036_02","J_XYL_F_0043_01","J_XYL_F_0043_2","J_XYL_F_0044_01","J_XYL_F_0044_02","J_XYL_F_0045_01","J_XYL_F_0045_2","J_XYL_F_0046_01","J_XYL_F_0046_02","J_XYL_F_0047_01","J_XYL_F_0047_02","J_XYL_F_0048_01","J_XYL_F_0049_02","J_XYL_F_0050_01","J_XYL_F_0050_02","J_XYL_F_0051_01","J_XYL_F_0051_02","J_XYL_F_0053_01","J_XYL_F_0053_02","J_XYL_F_0057_01","J_XYL_F_0057_02","J_XYL_F_0058_01","J_XYL_F_0058_02","J_XYL_F_0059_01","J_XYL_F_0059_02","J_XYL_F_0060_01","J_XYL_F_0060_02","J_XYL_F_0061_01","J_XYL_F_0061_02","J_XYL_F_0062_01","J_XYL_F_0062_02","J_XYL_F_0064_01","J_XYL_F_0064_02","J_XYL_F_0065_01","J_XYL_F_0065_02","J_XYL_F_0066_01","J_XYL_F_0066_02"
"s__copri",0.27310733543689,0.42848540613584,0.232509534221667,-0.643328321697788,0.490284185003875,0.0664373818247235,0.843626206262827,-1.33535795499939,1.35272919812237,-0.134703015375384,0.169697465965175,-0.544023619990546,0.30746657485609,0.217378429191208,-0.287221679617089,0.280232207911447,1.15288351945197,0.981706365208293,1.23984480813115,1.60885485190905,-0.310963349325603,-0.42256683091214,-0.14130195244209,1.55026865943019,-0.0725474713150522,0.553581145798185,-0.172433415708826,-0.00474659169534985,-0.581669891885269,-0.422649842659413,-3.68944079193011,-0.252529584588546,-0.430650660652818,0.530432029213953,0.77901793680208,1.52120815081652,-0.913188162779877,0.561840072914284,1.00806620609259,0.616364898932191,0.172408703589963,-0.282006826470209,0.672287549261974,0.162413775698128,-0.287889265735888,0.523393382070348,0.326031379640913,1.09536956984601,0.242035852013987,-0.170542287858854,2.10047702973078,0.535573006025083,-0.168512850150147,-1.21351660445453,0.0937033641229444,0.340252158015222,0.66398635399707,-1.08629190551526,0.097802988306437,-0.671413533153282,-0.428415726910445,0.713928542686936,0.631941738898799,-0.0177973969888541,0.550249774570326,0.195085119163053,0.290805477781246,-0.165218511628117,0.456707353018605,1.43368616219738,0.0997182226499261,-2.39010961818839
"s__muciniphila",-0.174728034554406,-0.178147425961782,-0.191807052211819,0.338456578901495,-0.519287239325117,-0.500703079791408,-0.798888332803097,1.28359757509775,-1.1287392520852,0.0476036824971582,-0.0889373665717706,0.404571781801387,-0.289856971566419,-0.117408285808667,-0.155037965894615,-0.802030919670444,-1.02128134596291,-0.780649375065257,-1.08901600156567,-1.65708115999627,0.21557037230498,0.418193750246094,0.123724323086656,-1.57343664423289,0.149663991175689,-0.401561435645611,0.185004225119971,0.223117391445304,0.61558352569431,0.457059601741871,3.64320288673003,0.221750663612073,0.443274387483018,0.0116544079826462,-0.561955346136545,-1.39964221062737,0.905886988433268,-0.667171398651849,-0.952271166327875,-0.496111181869401,0.0268946177929711,0.33270693923482,-0.568549869768411,-0.0734468172653674,0.454140147989844,-0.439642730736597,-0.131738680628938,-0.88445276648475,-0.0200814857340813,-0.0673951698133957,-1.80788046842474,-0.617374318619315,-0.174301749883051,0.888833399502702,-0.240882719240482,-0.219669824784685,-0.277877245250133,1.47570286814987,0.016776779475651,0.496348141412711,0.637849267609865,-0.549972700660941,-0.610277472567563,0.0170612535935344,-0.622271609601104,-0.304653112293547,-0.0648915879333013,0.290393817051113,-0.612742070626968,-1.30908941901327,0.00975786506413742,2.2713075634824
"s__ovatus",-0.0369812633106178,0.0141199986744806,-0.0951787838423827,-0.0484355928018042,-0.238593216498468,-0.646481480005078,-0.410497160855351,0.693766175838867,-0.476251257944231,-0.0612358876734896,0.0529115916971144,0.188277038410761,-0.222912721611718,-0.0467097866696101,-0.386201434137557,-0.808868710944469,-0.543255463047683,-0.355815365813385,-0.487943754984624,-0.927601897966848,0.0538352380297222,0.1944031437587,0.0202542957818721,-0.805893498774687,0.10052924545855,-0.113955755333549,0.121232056547242,0.280653585570232,0.376423712573287,0.276011412576638,2.05177425950297,0.122630675917077,0.272115320720288,0.351818528425972,-0.17428715893938,-0.667401639917392,0.473828922582493,-0.414028140351167,-0.465416370908018,-0.196787492734666,0.127751507740149,0.21566712815534,-0.27269168207769,-0.0146340945101029,0.339544052075008,-0.221424322945605,0.0356993658471007,-0.367036870664847,0.118967102645296,-0.0597206511040655,-0.838812806058705,-0.367625625340785,-0.352483756463536,0.245468659326828,-0.135701600456575,-0.0648743925381715,0.134085068958651,1.13092790517503,0.110541974701523,0.14116011686391,0.484101793869463,-0.225379175095276,-0.291849810346962,0.026852262760579,-0.397484014748432,-0.277071793083065,0.121625872796404,0.225470980196261,-0.500742862101039,-0.6746797350256,0.104453564831339,1.24874268926068
"s__fragilis",0.0745841456637634,-0.156448967301904,0.0177936013528113,-0.400276839416791,0.624738182985397,-0.251210164767466,0.423466843023375,-0.565139027005387,0.608098326371379,-0.198097271388628,0.318856765982298,0.0779450875490785,-0.248457696653254,-0.182642493830321,-0.029030259717953,0.223471999478653,0.188652933592143,0.121422543538014,0.656133383908703,0.9495788023803,-0.136391276849875,-0.396552342458124,-0.26204583546691,1.22691490965635,-0.243550683267988,0.268054677138718,-0.0355578187401538,-0.0125931028606944,-0.236223500736104,-0.225497257079941,-1.50268549475624,-0.00834771406270018,-0.124249898585027,0.00352632495400036,0.280815203088577,0.873047757670787,-0.583202457139908,0.456991769891216,0.624735004667921,0.260381879739214,-0.0859986765029661,-0.172256415665347,0.161020751609698,-0.125893427489898,-0.322978675661202,0.0557489117292238,-0.0112260072696107,0.388927219619943,-0.0467896946495723,0.724036346537716,0.790939300978654,0.452796966228421,-0.119469020350069,-0.66986816400074,0.610736166073402,0.00557873317330206,0.372880888210391,-0.387668838011276,0.145280431150092,-0.37340287169574,-0.332958339731197,0.145464037242721,0.482848429745725,0.0873710264799835,0.276134732853164,-0.0548268708097231,0.110005943771656,-0.22589664478799,-0.0256876572825043,0.508389378737372,0.1543859053471,-0.793801935631478
"s__longicatena",0.154296067969809,0.021054299077294,0.064247060032889,-0.622568405212345,0.656695333433688,-0.462394033194587,0.534951344698694,-0.733195465136122,0.865490053053087,-0.255086632562556,0.374991926958354,-0.0548228958603802,-0.20210791502642,-0.105098323346125,-0.286468976774496,-0.0145497778490935,0.381876603147215,0.331889063834025,0.862995175846975,1.0922193746571,-0.21801910534008,-0.440871755439329,-0.283470578356083,1.37234685961902,-0.209200006707789,0.403964271665727,-0.047896824774913,0.0985352322418445,-0.280723945518517,-0.252169146077471,-1.91833248089465,-0.0520823308296466,-0.164206607572817,0.339341879451405,0.474881788973915,1.09358224776561,-0.681315396211888,0.460049198154574,0.757654113094995,0.387160276328771,0.0360440968755071,-0.175615176396434,0.286840438879335,-0.0608005455860726,-0.266102415839455,0.15610167818145,0.124429173453786,0.61373125796394,0.0940810357100433,0.574472120420025,1.16434315963773,0.46499599690173,-0.311776848419544,-0.962394710642513,0.538362245920493,0.104970743245043,0.63929610805532,-0.304953450425134,0.212854153409375,-0.532880867466047,-0.269558241838918,0.306863416936114,0.558231924786566,0.0839171944967296,0.297177518129947,-0.0883577473977159,0.25636308011445,-0.177549443145494,-0.0541732997531288,0.725298134051742,0.219452801017698,-1.11068717310149
"s__longum",-0.199026913343387,-0.212693803769925,-0.139329718062688,0.585236415469422,-0.528406419036417,0.1756579833631,-0.64145983901852,0.964308665553508,-1.03177545279626,0.178597281130419,-0.249166024066242,0.282977210646503,-0.0552011778324055,-0.0558775038775543,0.264604340716706,-0.127511850213462,-0.719448736206134,-0.615497088343995,-0.977125918971161,-1.2559270906254,0.245682452115613,0.399101935594107,0.19461513879733,-1.35402688981213,0.12869422040733,-0.444522557455689,0.103513388157404,-0.041694885643643,0.402756178361625,0.314338434574217,2.61613230742325,0.143390066129001,0.278543960801749,-0.403805530720723,-0.583450198494804,-1.21460120772348,0.740408816215091,-0.474101459018099,-0.81975259525334,-0.46685689337521,-0.0978170080690599,0.213093680555163,-0.448344235244583,-0.0496958860232331,0.256778451425185,-0.318814946241287,-0.210587051967199,-0.79625710918897,-0.156972056854625,-0.177710175537157,-1.5214444249643,-0.463803192555826,0.219734680403218,1.00902695902058,-0.286904390710131,-0.208717491047236,-0.602441860946396,0.654074960751709,-0.142020403384239,0.558464735895982,0.325191761231737,-0.477039234120218,-0.551363014492348,-0.0292839968731944,-0.395286926777972,-0.0531613431077081,-0.253129078384162,0.15858293147869,-0.192952393207216,-1.00736690984609,-0.145906866034581,1.63525480076762
"s__adolescentis",-0.414330781814867,-0.584766861335992,0.0822024478260375,2.12000547750123,-0.621871034019554,3.92968551126494,0.0473035937691631,-0.501555938461,-0.821093983940359,0.925951402869733,-1.14972858469796,-0.204783985131261,1.11852717534796,0.182056628918115,2.73051765518497,3.6381542776526,0.634537318593745,0.00988903797436549,-0.634106218897865,0.656914110875534,0.494403674907388,0.355460108154203,0.59141728228474,-0.394272385118982,-0.0138732649080397,-0.822040980993964,-0.306100406672114,-1.54082496913432,-0.651023158279874,-0.39463552806309,-2.242045927248,-0.215904071980326,-0.532053497151984,-2.9336885657539,-0.913490772575889,-0.509972466433498,-0.00212937512303087,0.518635220779309,-0.287613694722956,-0.458640570032323,-0.879059742271407,-0.402265104219907,0.0356606418723398,0.004458979146906,-0.8265071814774,0.198261050297617,-0.769584712993581,-0.591522654124791,-1.0229359285467,-0.599625046833754,-0.45613012571197,0.313539830019768,2.48245798615966,1.96739493967552,-0.457339788905875,-0.261125689599626,-2.58976731350318,-3.70303590240263,-1.04468348092448,1.06335248749109,-1.36469712301388,-0.277721061438964,-0.336277956223679,-0.268034522496927,0.757210845969248,1.29256247543195,-1.3948957662056,-0.576118526605555,2.02196317684332,0.314425790500178,-1.02968238544708,-1.31035523526961
"s__D168",0.0128556125808635,-0.0921752060375719,0.00164341510267574,-0.0981830427545461,0.230069053782185,-0.0189072322722562,0.149714807905445,-0.202752606549025,0.190509026885674,-0.0573470620151366,0.101457706328067,0.0456394480535245,-0.0884513834989391,-0.0790429023652471,0.0583162623532098,0.165132226176974,0.0550114865183245,0.0186700535552579,0.218365963112179,0.357271855246563,-0.035550534422034,-0.143274653940367,-0.0912186463903537,0.451112566085557,-0.0992933894419633,0.0750932727069494,-0.0160020772308381,-0.0395139926451548,-0.0938431406563379,-0.0888472363905521,-0.554875478236002,-4.57040225998392e-05,-0.0495219453282817,-0.0814173405464846,0.0709931765414013,0.302214376077193,-0.212906558491186,0.183406287653926,0.220615836040213,0.0779683911876092,-0.0610645543467844,-0.0714574863973728,0.0458362821563115,-0.0575987292921457,-0.143468009959836,0.0105260457298001,-0.0325218411734136,0.112840298944943,-0.0502377853776712,0.293484430972223,0.250317886491687,0.17793630523861,0.0112579887946448,-0.195150871049644,0.240878260820642,-0.014632134596324,0.0756106312164532,-0.208571622952321,0.0339200975112163,-0.109691617914307,-0.155054214563821,0.0309992788294757,0.17277341754834,0.0309522470304815,0.11385174636997,-0.000310278159099057,0.00510820611616225,-0.101481128128886,0.0195643747150024,0.171741573244241,0.0379819608226802,-0.281514927392676
"s__parainfluenzae",0.12002519721102,0.0946350728680286,0.0202100461492509,-0.530197489249573,0.34621014779765,-0.683369632261419,0.222119898743197,-0.252761783841159,0.474797664383729,-0.221288676042253,0.297303400791262,-0.00884389482154534,-0.214222431320387,-0.0583806493372278,-0.47004577240796,-0.467485492605623,0.0953676664587456,0.152196127063796,0.446796843329668,0.378306493333642,-0.155912104609398,-0.226850545040811,-0.189270408027952,0.620392322748961,-0.0807873866170665,0.276175928630593,0.0165257723958694,0.236573906796034,-0.0394152859547556,-0.0573392370185113,-0.546503016197497,0.00120404517941253,-0.00589653350938541,0.522944577172997,0.321168003407185,0.527029396748611,-0.286206060320955,0.12514441787086,0.355474399725244,0.224461411343477,0.131727360489515,-0.0231798121052241,0.123474528082385,-0.0198173039705819,-0.00353053143264601,0.0482168684203045,0.155686362574579,0.341410660770577,0.174472002506319,0.294493549108386,0.562398693554877,0.152818544267563,-0.4447432323815,-0.656382955812938,0.26906760823068,0.0829837297604231,0.597761026673645,0.33171184792771,0.219351988528985,-0.360075205862288,0.0608926475163219,0.172688005960362,0.275074803412939,0.0664712391096534,0.0312545876166469,-0.195700326865604,0.286298074995867,0.00152007860250859,-0.269787590309426,0.276394972383991,0.220012580145231,-0.321423022713194
"s__viridiflava",0.000500394037596334,-0.0524983075253918,-0.0184035621484654,-0.0704591547900029,0.090939961529265,-0.145189077346214,0.00702437218236957,0.0187695629360344,0.0188347153676708,-0.0476649169851359,0.0727698582249603,0.0659828460900392,-0.0994471151920741,-0.0573829642525387,-0.0448847900709054,-0.0667785702327563,-0.0775584436460508,-0.0610505047882925,0.0331850973490313,0.0270062527890611,-0.010840517616944,-0.0472992488579768,-0.0513745263955445,0.10909809688295,-0.0395762323668188,0.0227170894924775,0.0151537798989604,0.0340850073717276,0.0201820699034809,0.00263725049608212,0.0830148666761907,0.0250294859686103,0.0256982442832881,0.0240526362953626,0.00802906576397495,0.0473149075143686,-0.0323748857221185,0.0263910789205602,0.0389178193689866,0.00740027370225425,-0.0104182762285339,0.000886635703019603,-0.0277472659963629,-0.0377943040898332,-0.0172070276552736,-0.0387666590890669,-0.0119426424968928,-0.00604967351384234,-0.00557368970833511,0.165620732181463,-0.0189316385381242,0.0326396362705154,-0.0663281475230376,-0.0692376505698518,0.118291512456364,-0.0218766606249642,0.0745057238135511,0.106027538527661,0.0435977146902452,-0.0382446284730918,0.00549607420915506,-0.0269112525651939,0.045310035410288,0.0243281390068781,-0.0124318873317931,-0.0572815124337789,0.0286437111700005,-0.0151652156721508,-0.0911706602570428,-0.0335233831779219,0.0448064002994018,0.0844578641323522
"s__dispar",0.0297264753435616,0.0376481994953769,-0.0662519171147482,-0.308988064954247,0.0187163976413983,-0.843971104989914,-0.193485314510465,0.395008535811102,-0.118487902425686,-0.165040029814374,0.203117453100313,0.15552731277615,-0.2972306176736,-0.0807310153427875,-0.519514536944222,-0.835092239081797,-0.37849486360626,-0.20894258694615,-0.135521875357091,-0.491879835771768,-0.0377379905122509,0.0196779815519895,-0.0914747400770615,-0.261355560954302,0.0224141802301481,0.0543914111331325,0.101595375810602,0.328459105718818,0.263751063706761,0.175953123664385,1.27218066167611,0.0986534672201593,0.205001350165293,0.512411967279867,0.0265846107692189,-0.224414964202895,0.201242045127945,-0.235435788425204,-0.160227301188857,-0.0357417304538706,0.152284790036841,0.147301414139376,-0.150610802972541,-0.0325643972409446,0.241316825488852,-0.152224315094789,0.0956720233286233,-0.109680082430413,0.167625919268866,0.149998127350759,-0.355158956573151,-0.186325772606562,-0.489968275158606,-0.152890260250359,0.0667061668611197,-0.015580526991708,0.404938881515332,1.01985607342181,0.198891701551332,-0.0791965773326362,0.385095705525942,-0.0924583106107169,-0.0689433989947829,0.0590788578461572,-0.280464255102423,-0.314214352211019,0.233660326529398,0.160831874131426,-0.524192178484665,-0.374754111535145,0.195144075311582,0.79076733425375
"s__aerofaciens",-0.0707276460973154,-0.038984576201965,0.00323392839046728,0.357941682191334,-0.227175170365264,0.534629104093294,-0.10277802903274,0.086310845455506,-0.256950214931124,0.160174884032216,-0.215986502994757,-0.0370898394910471,0.190445867007872,0.0624654931983938,0.34107058837412,0.385715082050058,0.0200274707577824,-0.0380781461110671,-0.244283942672015,-0.160552911932555,0.0953345268427826,0.140665889913971,0.13466361949833,-0.352344452853554,0.0561750491104836,-0.168585398455068,-0.0268848339336903,-0.183836767888458,-0.0171845194435337,0.00963749163653292,0.120873643877555,-0.0214385018569079,-0.030656761050072,-0.362415537234685,-0.185151277130058,-0.283152704101582,0.146444750781471,-0.0503695691937611,-0.192355483448674,-0.123414923791187,-0.0883494027317848,-0.00531221437074803,-0.0408158903212558,0.0282419099020994,-0.0213807436731369,0.00520586196176365,-0.0942865802848043,-0.174927581190983,-0.115749475218891,-0.240449198931934,-0.263779456948807,-0.0739667556994326,0.330868476925735,0.40888475609601,-0.199568351269381,-0.0367249679916017,-0.408714516948445,-0.3462224886875,-0.161791664920261,0.223826774954608,-0.0827528502264149,-0.075631283993643,-0.160866653769448,-0.0527738112549185,0.0210573859585461,0.167427112305503,-0.19812382830822,-0.0151157695781574,0.246160681200231,-0.0967922034845187,-0.162126923059596,0.053442947605533
"s__plebeius",0.105444411685374,0.0341269916184178,0.0688009389432293,-0.353711730261092,0.425528905726131,-0.0945530952855137,0.421585728110122,-0.617750858827248,0.639844499798745,-0.127890381663525,0.194464808300737,-0.103525918540237,-0.0374416565222415,-0.0312292762971138,-0.081860757383898,0.188184402824609,0.389942435943506,0.311970581917993,0.634207323237286,0.873557852535224,-0.144749772740025,-0.298959236073048,-0.161105633398232,0.989323475807089,-0.135848480705055,0.269956722015408,-0.0623378194502264,-0.0108262599635555,-0.265301196033306,-0.218479315148371,-1.6805142052209,-0.0697392135943408,-0.172191645643702,0.131955351443235,0.334111591940917,0.811443253932793,-0.516236388551121,0.365999855140306,0.560041975801675,0.283322084072031,0.0011700981255442,-0.15657480401517,0.251141000335509,-0.0185558136204547,-0.231524444446407,0.162450065361669,0.077047416181581,0.468538127570536,0.0376720605997241,0.302619527843944,0.921724367739012,0.356726405184086,-0.0952435574406932,-0.630940212265005,0.316738245324984,0.0899692440956119,0.344797012810421,-0.475473335128703,0.0926960825536826,-0.350479804023902,-0.273859100535767,0.253697452233155,0.394569176877144,0.0367860376249688,0.276615392544713,0.0270105988896908,0.124786527983593,-0.15259345763657,0.110275093506858,0.615438595226101,0.0976024160483511,-1.00197973000131
"s__producta",-0.0237344219682206,-0.0729370681994962,0.00276808894894432,0.101010784289629,0.0377893426252144,0.229760214013016,0.0456168386499551,-0.0858861823803817,0.00151405083804959,0.0372694453468083,-0.0356313797767917,0.0102324660995388,0.0326439541665758,-0.0194935573669756,0.188837585662033,0.274548613383476,0.0439607131229562,-0.00452827500612377,0.0239781338496753,0.146523563995154,0.0210119862182849,-0.0240544550695297,0.00520171418485781,0.116876952479016,-0.0350075014671932,-0.0297326536917565,-0.0220674162826553,-0.10690120836521,-0.0654729150052771,-0.0501300033441842,-0.287113939439977,-0.0100366730639413,-0.0444541915041401,-0.21215544869305,-0.0393896790620825,0.0577005804000948,-0.0643569932928218,0.0893198967833128,0.048454202631027,-0.00752977546137469,-0.0766700417966321,-0.0461326646615994,0.0103048135744685,-0.0219922838362719,-0.0970816603007116,0.00943785477949424,-0.0618229698634951,-0.00896209071659909,-0.0823659718381221,0.0693928065299109,0.0357278716254354,0.0753221722635884,0.155842091105094,0.0643861337677049,0.0562673567799361,-0.0249860015771938,-0.137580145550885,-0.284175612250415,-0.0522628965965442,0.033497852244482,-0.131982234905771,-0.0143452296685571,0.0331229436381865,-0.00504668637806971,0.0793180740430518,0.0755913515510463,-0.0858732569275007,-0.0686149624459831,0.123514544230148,0.0624742566660245,-0.0499469477219576,-0.149917907274338
"s__yabuuchiae",0.0325484049917066,-0.238718312730555,-0.0481912434404386,-0.385300027423945,0.563073687131967,-0.534454513624353,0.216174273472274,-0.204729317030682,0.330683830758622,-0.231243000760494,0.362589893969458,0.238428239019817,-0.413159010023452,-0.259957971296336,-0.131303244188483,-0.0764023096798274,-0.148791597379886,-0.133289054073229,0.398560735683369,0.52382085995169,-0.0922708983391811,-0.325437387752009,-0.274601974804692,0.896999881882248,-0.234245874506331,0.186862967349675,0.0282703200418643,0.0879258456471955,-0.0507701765772468,-0.0982043686701639,-0.448843617988531,0.0720072142618788,0.0185356127241081,0.0535602430444991,0.146535229116682,0.542665281570836,-0.3675143247584,0.295114778654931,0.40457993292395,0.138716303615173,-0.0784140118482503,-0.0792838617489745,-0.0118389367552499,-0.174669068951219,-0.20763009890471,-0.0929496200870932,-0.0480265616205576,0.154964728336071,-0.0465514350759398,0.83995879542319,0.300353904455911,0.31096317556521,-0.241041075306298,-0.506236654592215,0.642599272312247,-0.0671772780650556,0.381666844684242,0.122170187599856,0.193535015004827,-0.281361412658224,-0.146047320309717,-0.0187857271057358,0.358973404339235,0.113301109000079,0.0938699039155809,-0.192543987100321,0.128384100429531,-0.154896319048233,-0.278510053349538,0.131608618265859,0.201565022045575,-0.112360523073709
"s__bromii",-0.0271794593560101,-0.108815694480237,-0.0218051488625895,0.0415475740743707,0.0769703454316929,0.0441312226374142,0.00290051916431617,0.00911779511225987,-0.0392200250513287,-0.00566352359801821,0.0248768503130398,0.0804255628516715,-0.0670334230623778,-0.0669229977880241,0.107955083097393,0.127453481264524,-0.0764850991859787,-0.0903960387427643,-0.00789252102777613,0.0574460779981071,0.0187950829598052,-0.0362889330587177,-0.0305487788060494,0.102983270192373,-0.0521036788834296,-0.0254751148233859,0.00343924414403574,-0.0475849020976736,-0.00619458238872882,-0.0156167136077184,0.0147847748695081,0.0227148266115392,0.00655859691349253,-0.15019818641652,-0.0527375653005335,0.0150832155836935,-0.0327797519502517,0.0597294325090219,0.0229652556697481,-0.0244969472102598,-0.0683377614571325,-0.0199076349463691,-0.0416742805831488,-0.0512157960388646,-0.0691060015385974,-0.0447911718273461,-0.0654441814749559,-0.0553761653445399,-0.071357325585204,0.18373370151732,-0.0751315485478526,0.0559259335464183,0.0635685200007051,0.0401990066944941,0.127139042099856,-0.0481510956676829,-0.0646423241016687,-0.0709476171181817,-0.00641096463199917,0.0208139451764321,-0.0700121713335076,-0.0598353897265051,0.0325454700827892,0.0161097281192543,0.0231042916968466,0.000100668370717379,-0.049200196667095,-0.0527275385729371,-0.00354968653518384,-0.0408261748262572,-0.00394154258387344,0.0584622628445084
"s__biforme",-0.00594886902718677,-0.0242881123873565,-0.0623768844652297,-0.13922012469648,-0.0147477742192434,-0.528869917412232,-0.185334254984824,0.351022412101363,-0.182922753536472,-0.0941868971649254,0.118138135562749,0.150406809617245,-0.219502504549743,-0.0766646160383017,-0.289203814883281,-0.527850782964383,-0.336235126369151,-0.218678913292892,-0.180618484639366,-0.42331813612613,0.00262042672210041,0.039426556966588,-0.0509856276716949,-0.267680889651153,0.0122703646674681,-0.0115741479287903,0.0774151570447509,0.199942058724203,0.209053346415079,0.140482717094431,1.08192526467939,0.0843775326280994,0.162453810730576,0.260283329484878,-0.0500364242309793,-0.254634404252458,0.191298687472942,-0.1822305041041,-0.174145623047713,-0.0728210084868709,0.0728957711867638,0.111177329517579,-0.151633777395786,-0.0400211826840055,0.163746686788649,-0.141748995678604,0.0260530616509057,-0.160069194497628,0.0768040479393772,0.133030797140073,-0.39353769981625,-0.149924202383403,-0.285930788281915,0.00203376159232898,0.0526424108675531,-0.0424643792387018,0.194656231936465,0.713204454903804,0.116556934828521,0.00431218982501837,0.26461275090704,-0.120838851913214,-0.0868336035636879,0.0407231684534168,-0.214778348961844,-0.212167995362512,0.117677752977818,0.106165654302179,-0.364468434284419,-0.350249512571098,0.114404956290562,0.686809894463877
"s__reuteri",0.0326893869412376,-0.0894953699153033,0.0104538129129773,-0.176801557441431,0.31484442442905,-0.0731679634223232,0.220299727087097,-0.30039819221138,0.303475304164433,-0.0892563498149448,0.148601758856735,0.037333841508034,-0.112488124301345,-0.0919804375988057,0.0245232975251659,0.168652884694374,0.107174523002158,0.0632389374452703,0.331064537174514,0.501942922534805,-0.0635669139376779,-0.200435967160421,-0.127254019474455,0.630416939584805,-0.126439111234972,0.127091604419358,-0.022898941522387,-0.0288834120223322,-0.131971927408335,-0.122666053454811,-0.811952416429946,-0.00750153332096348,-0.0721875013756236,-0.0406481028204229,0.13241618655102,0.445333767560514,-0.30244257494925,0.244465853125074,0.319779836990603,0.128398196205827,-0.0572960213597398,-0.0951597830036029,0.084083352282704,-0.065155009159045,-0.179431321737291,0.0318579457623561,-0.0169291308139583,0.193172453910495,-0.0390508618409508,0.366519279908401,0.403658084267166,0.239311628226433,-0.0259277188462572,-0.318833661501633,0.309907903356666,-0.00084002731895081,0.15579066279746,-0.254828837382526,0.0601539260234314,-0.178209321044966,-0.192435838859176,0.0714808766313872,0.245474459599447,0.041390054697688,0.154192205289747,-0.00962846959669666,0.0368234133970821,-0.125462796222182,0.0161006207857596,0.268287907653298,0.0650910168012608,-0.430820617279016
"s__uniformis",-0.0360579890188477,-0.0225732447202514,-0.0405481659915699,0.0729183913668036,-0.13451572036296,-0.120566091879867,-0.18569056581061,0.29556157534724,-0.255456662397879,0.0128183096814772,-0.0259841894669936,0.0794176621728313,-0.0544165303554692,-0.0152447499086381,-0.0527117872142008,-0.205392463178375,-0.222732093475737,-0.16501239197811,-0.251623387106081,-0.39377944593809,0.0470757505165875,0.103666469623293,0.0345803165623328,-0.383318008399049,0.0438913896902714,-0.0892931647263589,0.0420264728016415,0.0588347303834958,0.143264891314554,0.108392694423977,0.840154312792602,0.047216943036185,0.101163395368048,0.0267600334720483,-0.121740807521668,-0.327594463782073,0.2158140164116,-0.164794057318426,-0.225078621540068,-0.111080248492555,0.0175658517855727,0.0803137473806407,-0.124423339882776,-0.00797706739471112,0.116800543454942,-0.0938491089483056,-0.019631252854478,-0.195772409178717,0.00708672405883403,-0.0485882203539543,-0.406260225699274,-0.15274999005588,-0.0495462405309173,0.200629863356073,-0.0786927406561645,-0.0426435534599333,-0.0551899365722977,0.351543110069357,0.00414079396496267,0.11229595654297,0.159098584961728,-0.117172482953855,-0.147522600014737,0.000883604904683921,-0.147713058397046,-0.0695595648119551,-0.00753018916141157,0.0761547415598751,-0.139728185632131,-0.296028210584306,0.00208991958788626,0.515157789462592
"s__caccae",-0.00710821501128405,-0.0954658628975641,-0.0309969705612939,-0.0804114539852514,0.132452681974477,-0.186300937521694,0.00241850031306329,0.0388729470056735,0.00540629247472987,-0.0637140134475831,0.10077828504284,0.10898204335456,-0.149034906199366,-0.091895298493864,-0.0363346277345061,-0.0668994124431525,-0.12915710475272,-0.108254477995812,0.0317743921301714,0.0330179476235529,-0.00804014110294114,-0.0666555609703616,-0.0735034550909365,0.152373249778094,-0.0625537967329752,0.0204562046656094,0.0225051632834996,0.0363359492451263,0.0310108173196011,0.00425103774269022,0.147069198787183,0.0402248368913822,0.0395452114551428,-0.00201923529951725,-0.00657416487461864,0.052678375541061,-0.0415946375491175,0.0420177206739474,0.0475784908568664,-0.000418681204298456,-0.0288985901722648,-0.000193750398495349,-0.0513416160219719,-0.0620980475610447,-0.0340157590996874,-0.065371559397696,-0.0317471271000326,-0.0287717763794549,-0.0236290455871166,0.259291990067759,-0.0588929181217705,0.0498716209402695,-0.0748124275969607,-0.0739351627821662,0.182462387467556,-0.0417802339898361,0.0811124342337732,0.137746143960054,0.0562306559763493,-0.041102325494374,-0.00254259516473802,-0.0541585151499043,0.061383324187415,0.0358881572952431,-0.0170366259755208,-0.0784098447572222,0.0260882979019012,-0.0291673717863418,-0.126836083978749,-0.0657255161627578,0.0583160730247151,0.145935809732562
